text,created_at,id_str
As you know I designated this day to be a National Day of Prayer. As our Nation heals our Spirit has never been Stronger! https://t.co/WWhvzsSDWq,05-07-2020 16:25:56,1258432889303248896
The Do Nothing Democrats and their leader the Fake News Lamestream Media are doing everything possible to hurt and disparage our Country. No matter what we do or say no matter how big a win they report that it was a loss or not good enough. The Enemy of the People!,05-05-2020 16:55:29,1257715551729676289
Governors should let roads and highway construction begin before heavy traffic starts which will be soon. Some Governors never stopped which proved to be very smart. They built and fixed roads during long no traffic periods. Also saved big dollars!,05-05-2020 13:13:29,1257659682816241665
....get even for all of their many failures. You see these loser types don’t care about 252 new Federal Judges 2 great Supreme Court Justices a rebuilt military a protected 2nd Amendment biggest EVER Tax &amp; Regulation cuts and much more. I didn’t use any of them....,05-05-2020 04:46:33,1257532110971318274
A group of RINO Republicans who failed badly 12 years ago then again 8 years ago and then got BADLY beaten by me a political first timer 4 years ago have copied (no imagination) the concept of an ad from Ronald Reagan “Morning in America” doing everything possible to....,05-05-2020 04:46:31,1257532101966036993
Interesting? By Congress not wanting the special 5 minute testing apparatus they are saying that they are not “essential”.  In any event we have great testing capacity and have performed 6.5 million tests which is more than every country in the world combined!,05-04-2020 14:24:08,1257315077243334656
Thank you very much to our beautiful “boaters.” I will never let you down! https://t.co/Ot5Ffnjj9G,05-03-2020 18:10:00,1257009530673803268
....And then came a Plague a great and powerful Plague and the World was never to be the same again! But America rose from this death and destruction always remembering its many lost souls and the lost souls all over the World and became greater than ever before!,05-03-2020 14:43:31,1256957565562486784
Some things never get old! https://t.co/0GHkJjNbZL,05-03-2020 13:00:38,1256931676099350528
I hate to be promoting AT&amp;T but @OANN is Great News not Fake News. Everybody should be carrying them! https://t.co/b2fx9w0zqq,05-02-2020 20:49:24,1256687254703157252
96% Approval Rating in the Republican Party. Thank you! Also just out highest ever Approval Rating overall in the new Gallup Poll and shows “Trump beating Sleepy Joe Biden.”,05-02-2020 13:17:42,1256573581657604096
Cryin Chuck Schumer compared to what other Senators have brought home to their states has brought very little back to N.Y. A totally overrated loser the one thing he has given them is SALT. He never even called me to stop it. No wonder Cuomo &amp; most others can’t stand him. AOC!,05-01-2020 12:14:36,1256195312965877760
Cryin’ Chuck Schumer was on a late night show using a false talking point over &amp; over again. “We don’t have enough testing ” he would repeat when he knows we have done a great job on Testing just like we have on Ventilators and everything else. He lied gave NY SALT. Run AOC!,05-01-2020 12:07:51,1256193615724007425
What happened to General Michael Flynn a war hero should never be allowed to happen to a citizen of the United States again!,04-30-2020 11:47:47,1255826177350144001
I must admit that Lyin’ Brian Williams is while dumber than hell quite a bit smarter than Fake News @CNN “anchorman” Don Lemon the “dumbest man on television”. Then you have Psycho Joe “What Ever Happened To Your Girlfriend?” Scarborough another of the low I.Q. individuals!,04-30-2020 04:23:59,1255714490554953736
Just told that Fake News @CNN is falsely reporting that I was recently shouting at my campaign manager over made up nonsense. Actually he is doing a great job I never shouted at him (been with me for years including the 2016 win) &amp; have no intention to do so. Just FAKE NEWS!,04-30-2020 04:01:08,1255708741950943233
At least they admit it. The Failing @nytimes &amp; @washingtonpost never correct their Fake Reporting! https://t.co/3aUKA4826K,04-29-2020 13:09:39,1255484391364665351
We are doing far more and better Testing than any other country in the world and yet the media does nothing but complain. No matter how good a job is done the same as with the Ventilators they will never say we are doing a great job they will only viciously gripe!,04-28-2020 12:06:03,1255105998471249923
There has never been in the history of our Country a more vicious or hostile Lamestream Media than there is right now even in the midst of a National Emergency the Invisible Enemy!,04-27-2020 13:41:01,1254767509460234243
Does anybody get the meaning of what a so-called Noble (not Nobel) Prize is especially as it pertains to Reporters and Journalists? Noble is defined as “having or showing fine personal qualities or high moral principles and ideals.” Does sarcasm ever work?,04-26-2020 22:54:17,1254544354603143168
Reports that H.H.S. Secretary @AlexAzar is going to be “fired” by me are Fake News. The Lamestream Media knows this but they are desperate to create the perception of chaos &amp; havoc in the minds of the public. They never even called to ask. Alex is doing an excellent job!,04-26-2020 21:53:32,1254529069733105665
I never said the pandemic was a Hoax! Who would say such a thing? I said that the Do Nothing Democrats together with their Mainstream Media partners are the Hoax. They have been called out &amp; embarrassed on this even admitting they were wrong but continue to spread the lie!,04-25-2020 22:23:30,1254174221481246721
The Do Nothing Democrats are spending much of their money on Fake Ads. I never said that the CoronaVirus is a “Hoax” I said that the Democrats and the way they lied about it are a Hoax. Also it did start with “one person from China” and then grew &amp; will be a “Miracle” end!,04-25-2020 15:06:08,1254064154954076163
It is a wonderful feeling to know that our States are loaded up with Ventilators many brand new and high quality just off of our production lines and that we are now in a position to help other countries that so desperately need them. Every person needing a Ventilator got one!,04-25-2020 14:51:54,1254060573655998466
I will never let our Post Office fail. It has been mismanaged for years especially since the advent of the internet and modern-day technology. The people that work there are great and we’re going to keep them happy healthy and well!,04-24-2020 19:08:09,1253762674137149446
I (or @VP) never gave Governor Brian Kemp an OK on those few businesses outside of the Guidelines. FAKE NEWS! Spas beauty salons tattoo parlors &amp; barber shops should take a little slower path but I told the Governor to do what is right for the great people of Georgia (&amp; USA)!,04-24-2020 14:40:20,1253695275585220608
Getting VERY good reviews of the job the Federal Government is doing on CoronaVirus. Ventilators building hospitals beds and yes Testing have been handled incredibly well. Testing is getting exponentially better every day. Love seeing our Country safely opening up!,04-24-2020 13:38:16,1253679654734573570
States are safely coming back. Our Country is starting to OPEN FOR BUSINESS again. Special care is and always will be given to our beloved seniors (except me!). Their lives will be better than ever...WE LOVE YOU ALL!,04-22-2020 11:53:54,1252928613743235072
We will never let the great U.S. Oil &amp; Gas Industry down. I have instructed the Secretary of Energy and Secretary of the Treasury to formulate a plan which will make funds available so that these very important companies and jobs will be secured long into the future!,04-21-2020 13:33:34,1252591306028785667
Last month all you heard from the Radical Left Do Nothing Democrats was “Ventilators Ventilators Ventilators.” They screamed it loud &amp; clear &amp; thought they had us cold even though it was the State’s task. But everyone got their V’s with many to spare. Now they scream....,04-20-2020 15:37:22,1252260073839177728
Congratulations to all of my many friends at The Villages in Florida on having done so well and with such great spirit during these rather unusual times. So proud of everyone! Mark Morse &amp; Gary Lester have really stepped up to the plate. Hope to see everyone soon.,04-20-2020 13:58:46,1252235263327125506
“On February 19th there was a Democratic Debate in Las Vegas. Three words weren’t said: Virus CoronaVirus or COVID19. NEVER came up!” @BretBaier,04-19-2020 19:18:05,1251953233184149504
....Example! V.P. Mike Pence held a conference call yesterday with all Democrat Senators. He gave them everything that they would have wanted to hear in terms of gaining ground on the CoronaVirus but nothing that anyone could have said including “it’s over” could have made....,04-18-2020 17:20:28,1251561244106141697
....testing that you should be doing. We have given New York far more money help and equipment than any other state by far &amp; these great men &amp; women who did the job never hear you say thanks. Your numbers are not good. Less talk and more action!,04-17-2020 16:11:45,1251181566740619265
Why did the W.H.O. Ignore an email from Taiwanese health officials in late December alerting them to the possibility that CoronaVirus could be transmitted between humans? Why did the W.H.O. make several claims about the CoronaVirus that ere either inaccurate or misleading....,04-17-2020 13:20:29,1251138462968922119
Crazy Nancy Pelosi deleted this from her Twitter account. She wanted everyone to pack into Chinatown long after I closed the BORDER TO CHINA. Based on her statement she is responsible for many deaths. She’s an incompetent third-rate politician! https://t.co/uWNI7DCG3o,04-16-2020 18:24:30,1250852583318736896
We are having very productive calls with the leaders of every sector of the economy who are all-in on getting America back to work and soon. More to come! #MAGA,04-15-2020 19:02:47,1250499831132573699
Tell the Democrat Governors that “Mutiny On The Bounty” was one of my all time favorite movies. A good old fashioned mutiny every now and then is an exciting and invigorating thing to watch especially when the mutineers need so much from the Captain. Too easy!,04-14-2020 14:57:19,1250075668282576898
Cuomo’s been calling daily even hourly begging for everything most of which should have been the state’s responsibility such as new hospitals beds ventilators etc. I got it all done for him and everyone else and now he seems to want Independence! That won’t happen!,04-14-2020 14:07:11,1250063051182747651
The Opposition Party (Lamestream Media) and their partner the Radical Left Do Nothing Democrats have put their political game plan in full swing. “Whether he is right or wrong it doesn’t matter. Criticize ’Trump’ for everything and don’t let the public see Biden. Hide him.”,04-12-2020 21:33:34,1249450614343507969
....Does anyone ever notice how few quotes from an actual person are given nowadays by the Lamestream Media. Very seldom. The unnamed or anonymous sources are almost always FAKE NEWS.,04-11-2020 18:47:39,1249046469618864131
....economy was shuttered. This is unprecedented it is unsettling and challenging but we will rise to meet the occasion.” MACK MCLARTY Clinton White House Chief of Staff. @LelandVittert @FoxNews Thank you Mack. We will be bigger better and stronger than ever before!,04-11-2020 18:33:04,1249042799162515457
Nobody wants to say that if Elizabeth Warren gets out of the race before Super Tuesday Crazy Bernie Sanders wins virtually every state in a blowout...NOT EVEN CLOSE!  I haven’t heard one member of the Fake News Establishment even mention this irrefutable fact. FAKE NEWS!,04-10-2020 15:42:10,1248637403893583872
Because the T.V. Ratings for the White House News Conference’s are the highest the Opposition Party (Lamestream Media) the Radical Left Do Nothing Democrats &amp; of course the few remaining RINO’S are doing everything in their power to disparage &amp; end them. The People’s Voice!,04-10-2020 14:36:41,1248620923248205824
Congress must go back to DEDUCTIBILITY by businesses if Restaurants Clubs &amp; Entertaiment is expected to flourish (like never before)!,04-10-2020 11:48:26,1248578583225872385
Bernie Sanders is OUT! Thank you to Elizabeth Warren. If not for her Bernie would have won almost every state on Super Tuesday! This ended just like the Democrats &amp; the DNC wanted same as the Crooked Hillary fiasco. The Bernie people should come to the Republican Party TRADE!,04-08-2020 15:49:28,1247914464319504385
Once we OPEN UP OUR GREAT COUNTRY and it will be sooner rather than later the horror of the Invisible Enemy except for those that sadly lost a family member or friend must be quickly forgotten. Our Economy will BOOM perhaps like never before!!!,04-08-2020 14:52:56,1247900240155295745
Once we OPEN UP OUR GREAT COUNYRY and it will be sooner rather than later the horror of the Invisible Enemy except for those that sadly lost a family member or friend must be quickly forgotten. Our Economy will BOOM perhaps like never before!!!,04-08-2020 14:49:53,1247899471934935041
Republicans should fight very hard when it comes to state wide mail-in voting. Democrats are clamoring for it. Tremendous potential for voter fraud and for whatever reason  doesn’t work out well for Republicans. @foxandfriends,04-08-2020 12:20:48,1247861952736526336
Just had a conf call w/ major lenders discussing our Great Small Businesses &amp; the #PPPloan. I ask every company big &amp; small making announcements about innovative contributions hiring new workers or looking to overcome setbacks to share your stories with #AmericaWorksTogether! https://t.co/zfEy14aJ86,04-07-2020 20:03:03,1247615892894220292
Joe Biden wanted the date for the Democrat National Convention moved to a later time period. Now he wants a “Virtual” Convention one where he doesn’t have to show up. Gee I wonder why? Also what ever happened to that phone call he told the Fake News he wanted to make to me?,04-06-2020 15:34:27,1247185910673952776
....We will get through this together and bats will be swinging before you know it. In the meantime take care of mom and dad and know that this will not be forever! @littleleagueceo,04-04-2020 19:40:07,1246522958421639168
.....Could be as high as 15 Million Barrels. Good (GREAT) news for everyone!,04-02-2020 14:54:55,1245726411526221824
Massive amounts of medical supplies even hospitals and medical centers are being delivered directly to states and hospitals by the Federal Government. Some have insatiable appetites &amp; are never satisfied (politics?). Remember we are a backup for them. The complainers should...,04-02-2020 13:17:21,1245701858863329281
...It wouldn’t matter if you got ten times what was needed it would never be good enough. Unlike other states New York unfortunately got off to a late start. You should have pushed harder. Stop complaining &amp; find out where all of these supplies are going. Cuomo working hard!,04-02-2020 12:57:41,1245696907718078465
Congress must pass the old and very strongly proven deductibility by businesses on restaurants and entertainment. This will bring restaurants and everything related back - and stronger than ever. Move quickly they will all be saved!,04-01-2020 16:36:30,1245389585330458626
“New York Governor Cuomo says President Trump has been “very helpful.” @foxandfriends  Thank you everybody is working very hard!,03-31-2020 11:27:06,1244949335026151424
On #NationalDoctorsDay we recognize the remarkable men &amp; women who treat their fellow Americans find cures for the diseases &amp; illnesses we face and never waver in their efforts to treat every patient with the dignity respect and empathy they deserve. https://t.co/7PRogpEVTP,03-30-2020 17:11:59,1244673740866191362
I am a great friend and admirer of the Queen &amp; the United Kingdom. It was reported that Harry and Meghan who left the Kingdom would reside permanently in Canada. Now they have left Canada for the U.S. however the U.S. will not pay for their security protection. They must pay!,03-29-2020 19:00:26,1244338645198352386
The Lamestream Media wants us to fail. That will NEVER happen!,03-29-2020 16:34:16,1244301861781475328
Will be doing a press conference today at 5:00 P.M. The White House. People are working harder than I have ever seen people work. It is a beautiful thing to watch!,03-29-2020 14:01:57,1244263531933044739
With the courage of our doctors and nurses with the skill of our scientists and innovators with the determination of the American People and with the grace of God WE WILL WIN THIS WAR. When we achieve this victory we will emerge stronger and more united than ever before! https://t.co/sFmxKzXdGC,03-28-2020 22:30:11,1244029041432244224
I love Michigan one of the reasons we are doing such a GREAT job for them during this horrible Pandemic. Yet your Governor Gretchen “Half” Whitmer is way in over her head she doesn’t have a clue. Likes blaming everyone for her own ineptitude! #MAGA,03-28-2020 02:29:57,1243726993537073152
I love Michigan one of the reasons we are doing such a GREAT job for them during this horrible Pandemic. Yet your Governor Gretchen “Half” Whitmer is way in over her ahead she doesn’t have a clue. Likes blaming everyone for her own ineptitude! #MAGA,03-28-2020 01:24:32,1243710532714192898
I just signed the CARES Act the single biggest economic relief package in American History – twice as large as any relief bill ever enacted. At $2.2 Trillion Dollars this bill will deliver urgently-needed relief for our nation’s families workers and businesses. #CARESAct🇺🇸 https://t.co/0WnTNFZPZD,03-27-2020 20:34:03,1243637430483390470
Never knew John Kerry had such a good sense of humor! Very impressed! https://t.co/vCVNMUeY2h,03-27-2020 16:16:24,1243572588200280064
As usual with “this” General Motors things just never seem to work out. They said they were going to give us 40000 much needed Ventilators “very quickly”. Now they are saying it will only be 6000 in late April and they want top dollar. Always a mess with Mary B. Invoke “P”.,03-27-2020 15:16:07,1243557418556162050
Our great Oil &amp; Gas industry is under under seige after having one of the best years in recorded history. It will get better than ever as soon as our Country starts up again. Vital that it does for our National Security!,03-26-2020 23:06:28,1243313399284498434
The LameStream Media is the dominant force in trying to get me to keep our Country closed as long as possible in the hope that it will be detrimental to my election success. The real people want to get back to work ASAP.  We will be stronger than ever before!,03-25-2020 20:04:56,1242905328209080331
This will never be approved by me or any other Republican! https://t.co/jWcGaS2QZC,03-24-2020 04:16:29,1242304251520524289
Robert we will end up stronger than ever before. Thank you! https://t.co/4UfMaCmkg5,03-23-2020 11:59:50,1242058470742020096
....be put in use IMMEDIATELY. PEOPLE ARE DYING MOVE FAST and GOD BLESS EVERYONE! @US_FDA @SteveFDA @CDCgov @DHSgov,03-21-2020 14:13:09,1241367245143642113
Steve is one of the very best in the Senate. He is competing against a failed Democrat Presidential candidate who never got close to 1% and was sent packing. Had to be talked into this run by Schumer. Bad for 2nd A! I strongly Endorse @SteveDaines! https://t.co/x8yD7bRTgN,03-20-2020 04:37:18,1240859940908138498
THANK YOU to our Police Officers Fire Fighters and EMS who help us defeat the Virus every day. Our proud nation is grateful for the unwavering dedication and sacrifice of our First Responders and their families. TOGETHER we will beat this!,03-19-2020 22:16:29,1240764105155391488
The DNC will have gotten their fondest wish and defeated Bernie Sanders far ahead of schedule. Now they are doing everything possible to be nice to him in order to keep his supporters. Bernie has given up just like he did last time. He will be dropping out soon! MAGA/KAG,03-18-2020 13:16:07,1240265729108303873
The DNC will have gotten their fondest wish and defeated Bernie Sanders fat ahead of schedule. Now they are doing everything possible to be nice to him in order to keep his supporters. Bernie has given up just like he did last time. He will be dropping out soon! MAGA/KAG,03-18-2020 13:08:38,1240263846671134720
For the people that are now out of work because of the important and necessary containment policies for instance the shutting down of hotels bars and restaurants money will soon be coming to you. The onslaught of the Chinese Virus is not your fault! Will be stronger than ever!,03-18-2020 10:41:14,1240226752447873027
The United States will be powerfully supporting those industries like Airlines and others that are particularly affected by the Chinese Virus. We will be stronger than ever before!,03-16-2020 22:51:54,1239685852093169664
Everybody is so well unified and working so hard. It is a beautiful thing to see. They love our great Country. We will end up being stronger than ever before!,03-16-2020 15:00:41,1239567267312152576
The Fake and Corrupt News never called Google. They said this was not true. Even in times such as these they are not truthful. Watch for their apology it won’t happen. More importantly thank you to Google! https://t.co/AuvpbXNouW,03-15-2020 18:08:35,1239252169150410752
....The USA was never set up for this just look at the catastrophe of the H1N1 Swine Flu (Biden in charge 17000 people lost very late response time) but it soon will be. Great decision to close our China and other borders early. Saved many lives!,03-15-2020 17:02:00,1239235411463020544
TODAY IS A NATIONAL DAY OF PRAYER. GOD BLESS EVERYONE!,03-15-2020 15:02:16,1239205277381132290
Amazing how the Fake News never covers this. No Interest on Student Loans. The Dems are just talk! https://t.co/IexVDSYosP,03-15-2020 14:45:29,1239201055315025920
The @CDCgov has published guidelines on https://t.co/p9j7kZsD7b to enable every American to respond to this epidemic and to protect themselves their families and their communities.,03-14-2020 19:13:34,1238906131302494215
To those families and citizens who are worried and concerned for themselves and their loved ones I want you to know that your Federal Government will unleash every authority resource and tool at its disposal to safeguard the lives and health of our people. https://t.co/uVDY12vXAM,03-14-2020 01:27:54,1238637949530537985
Americans are the strongest and most resilient people on earth...We will remove or eliminate every obstacle necessary to deliver our people the care that they need and that they are entitled to. No resource will be spared. https://t.co/gySUqewd4u,03-13-2020 23:10:37,1238603402457812992
We will remove or eliminate every obstacle necessary to deliver our people the care they need. No resource will be spared! https://t.co/KcDZ9YoXZE,03-13-2020 21:19:39,1238575476916006915
The Federal Reserve must FINALLY lower the Fed Rate to something comparable to their competitor Central Banks. Jay Powell and group are putting us at a decided economic &amp; physiological disadvantage. Should never have been this way. Also STIMULATE!,03-13-2020 13:44:29,1238460927328075778
For decades the @CDCgov looked at and studied  its testing system but did nothing about it. It would always be inadequate and slow for a large scale pandemic but a pandemic would never happen they hoped. President Obama made changes that only complicated things further.....,03-13-2020 10:22:17,1238410044263333894
America is the Greatest Country in the world. We have the best scientists doctors nurses and health care professionals. They are amazing people who do phenomenal things every day....,03-11-2020 18:52:44,1237813727409229824
Tommy Tuberville (@TTuberville) is running for the U.S. Senate from the Great State of Alabama. Tommy was a terrific head football coach at Auburn University. He is a REAL LEADER who will never let MAGA/KAG or our Country down! Tommy will protect your Second Amendment....,03-11-2020 01:54:13,1237557409943416834
Best unemployment numbers in the history of our Country. Best employment number EVER almost 160 million people working right now. Vote Republican unless you want to see these numbers obliterated!,03-10-2020 21:59:35,1237498359134466051
Going up fast. We need the Wall more than ever! https://t.co/7TxErJKAgT,03-10-2020 11:08:03,1237334397172490240
Elizabeth “Pocahontas” Warren singlehandedly destroyed the Bernie Sanders campaign by stripping voters away from his count on Super T. He lost states that he easily would have won if she had dropped out 3 days earlier. The DNC is doing it to Bernie again! Will he ever get angry?,03-09-2020 11:30:18,1236977607062761472
The Fake News Media and their partner the Democrat Party is doing everything within its semi-considerable power (it used to be greater!) to inflame the CoronaVirus situation far beyond what the facts would warrant. Surgeon General “The risk is low to the average American.”,03-09-2020 11:20:43,1236975196642390022
We have a perfectly coordinated and fine tuned plan at the White House for our attack on CoronaVirus. We moved VERY early to close borders to certain areas which was a Godsend. V.P. is doing a great job. The Fake News Media is doing everything possible to make us look bad. Sad!,03-08-2020 12:45:45,1236634209516752896
Gallup just gave us the highest rating ever for the way we are handling the CoronaVirus situation. The April 2009-10 Swine Flu where nearly 13000 people died in the U.S. was poorly handled. Ask MSDNC &amp; lightweight Washington failure @RonaldKlain who the President was then?,03-05-2020 20:34:49,1235665090432708608
I NEVER said people that are feeling sick should go to work. This is just more Fake News and disinformation put out by the Democrats in particular MSDNC. Comcast covers the CoronaVirus situation horribly only looking to do harm to the incredible &amp; successful effort being made!,03-05-2020 14:30:50,1235573492004904961
There can be few things worse in a civilized law abiding nation than a United States Senator openly and for all to see and hear threatening the Supreme Court or its Justices. This is what Chuck Schumer just did. He must pay a severe price for this!,03-05-2020 01:03:06,1235370217712300038
Today it was my great honor to address the @LatinoCoalition Legislative Summit. With the hard work love &amp; devotion of millions of incredible Hispanic-Americans our Country is thriving our people are prospering and our future has never looked brighter! https://t.co/PJumzqLKGq,03-04-2020 19:30:11,1235286435697233925
The great people of Montana can have no better VOICE than Senator @SteveDaines. He is doing an incredible job! Whoever the Democrat nominee may be please understand that I will be working hard with Steve all the way &amp; last night I was 20 for 20 (per @GOPLeader). WE NEED STEVE!,03-04-2020 14:56:01,1235217440285560835
I will be going to the Great State of Tennessee on Friday. The USA stands with the people of Tennessee 100% whatever they need! The tornadoes were of record size &amp; velocity. God bless your loved ones &amp; all of the families affected! Thanks to @GovBillLee &amp; @MarshaBlackburn,03-04-2020 14:20:44,1235208558666543104
So selfish for Elizabeth Warren to stay in the race. She has Zero chance of even coming close to winning but hurts Bernie badly. So much for their wonderful liberal friendship. Will he ever speak to her again? She cost him Massachusetts (and came in third) he shouldn’t!,03-04-2020 12:12:29,1235176283740524546
It was my great honor to address the National Association of Counties Legislative Conference where 1200 County Leaders whose incredible devotion talent and drive directly and profoundly improve the lives of millions of Americans each and every day. https://t.co/XqPOjQtakr,03-03-2020 17:30:01,1234893805389844481
Mini Mike Bloomberg can never recover from his incompetent debate performances. Also as mayor he was very bad under pressure - a choker!,03-03-2020 14:30:27,1234848619699810306
Mini Mike Bloomberg can never recover from his incompetent debate performances. Also as mayor he was very bad under pressure - a chocker!,03-03-2020 13:36:16,1234834982033612802
WOW! Thank you just landed see everyone soon! #KAG2020🇺🇸https://t.co/QGdfIsOp4u,03-02-2020 23:06:03,1234615984880640001
.@FoxNews is working hard pushing the Radical Left Do Nothing Democrats. They want to be unlike their competitors @CNN &amp; MSDNC (Comcast) Fair &amp; Balanced. When will they ever learn. The Radical Left never even gave @FoxNews permission to partake in their low rated debates!,03-02-2020 16:43:33,1234519726702956545
Jack Welch former Chairman and CEO of GE a business legend has died. There was no corporate leader like “neutron” Jack. He was my friend and supporter. We made wonderful deals together. He will never be forgotten. My warmest sympathies to his wonderful wife &amp; family!,03-02-2020 14:19:23,1234483443712561157
I was criticized by the Democrats when I closed the Country down to China many weeks ahead of what almost everyone recommended. Saved many lives. Dems were working the Impeachment Hoax. They didn’t have a clue! Now they are fear mongering. Be calm &amp; vigilant!,03-02-2020 12:55:20,1234462291652993032
“Ever since (Mini Mike) Bloomberg’s bad debate performances his support has dropped.” @abcnews  Dropped a lot. Only his highly paid consultants who are laughing all the way to the bank still support him...And by the way he did not poll well as mayor in handling crisis!,03-02-2020 12:42:49,1234459143790112770
The Black community brilliantly turned their backs on Mini Mike because they know he is a pandering phony who never did right by them! https://t.co/OERuf0ZKOk,03-02-2020 00:46:51,1234278963444375553
.....a very dark and lonely path! Your reputation will never be the same!,03-01-2020 13:23:38,1234107028295077888
Mini Mike Bloomberg’s consultants and so-called “advisors”(how did that advice work out? Don’t ask!) are on the “gravy train” and all making a fortune for themselves pushing Mini hard when they knew he never had what it takes. Don’t pay them anymore Mike they led you down....,03-01-2020 13:23:34,1234107011614285824
Tom Steyer who other than Mini Mike Bloomberg spent more dollars for NOTHING than any candidate in history quit the race today proclaiming how thrilled he was to be a part of the the Democrat Clown Show. Go away Tom and save whatever little money you have left!,03-01-2020 05:30:08,1233987865350148097
